algorithm,instance,bks,best_reward,mean_reward,best_gap,mean_gap,mean_runtime,mean_iterations,dataset,protocol
off,p7.3.h,425.0,425.0,425.0,0.0,0.0,3.1945085499992274,3900.5,Chao,time
off,p7.3.i,487.0,487.0,484.75,0.0,0.4620123203285421,3.9321910750022653,4011.75,Chao,time
off,p7.3.j,564.0,560.0,558.25,0.7092198581560284,1.0195035460992907,4.50570502500068,3777.25,Chao,time
off,p7.3.k,633.0,632.0,625.75,0.1579778830963665,1.1453396524486572,6.001702599999589,4526.5,Chao,time
off,p7.3.l,684.0,683.0,682.5,0.14619883040935672,0.21929824561403508,6.0979159500002424,4256.75,Chao,time
off,p7.3.m,762.0,762.0,762.0,0.0,0.0,5.988500849999582,4258.0,Chao,time
off,p7.3.n,820.0,803.0,796.75,2.073170731707317,2.8353658536585367,6.597663900000043,4195.0,Chao,time
off,p7.3.o,874.0,874.0,861.0,0.0,1.4874141876430207,6.636461475000033,4199.5,Chao,time
off,p7.3.p,929.0,910.0,902.75,2.045209903121636,2.8256189451022604,7.001063024999894,3916.5,Chao,time
off,p7.3.q,987.0,987.0,950.5,0.0,3.6980749746707193,7.392693349999718,3886.5,Chao,time
off,p7.3.r,1026.0,1013.0,1000.75,1.267056530214425,2.4610136452241713,7.990284449999308,4113.5,Chao,time
off,p7.3.s,1081.0,1064.0,1048.75,1.572617946345976,2.9833487511563366,8.59042752499954,4206.25,Chao,time
off,p7.3.t,1120.0,1115.0,1070.5,0.44642857142857145,4.419642857142857,8.87171752499944,4147.0,Chao,time
off,p7.4.g,217.0,217.0,217.0,0.0,0.0,1.796096750000288,3187.25,Chao,time
off,p7.4.h,285.0,285.0,285.0,0.0,0.0,2.2664083999998184,3375.75,Chao,time
off,p7.4.i,366.0,366.0,366.0,0.0,0.0,2.7927513249987896,3716.5,Chao,time
off,p7.4.k,520.0,518.0,518.0,0.38461538461538464,0.38461538461538464,4.479032874999575,4208.25,Chao,time
off,p7.4.l,590.0,578.0,577.75,2.0338983050847457,2.0762711864406778,4.691895975000989,4154.25,Chao,time
off,p7.4.m,646.0,646.0,642.0,0.0,0.6191950464396285,5.2948874499998055,4040.75,Chao,time
off,p7.4.n,730.0,726.0,725.75,0.547945205479452,0.5821917808219178,6.374315525000384,4398.0,Chao,time
off,p7.4.o,781.0,781.0,776.75,0.0,0.5441741357234315,6.410833724999975,4376.5,Chao,time
off,p7.4.p,846.0,838.0,838.0,0.9456264775413712,0.9456264775413712,6.866642399999364,4476.25,Chao,time
off,p7.4.q,909.0,903.0,895.0,0.6600660066006601,1.54015401540154,7.313030500000423,4438.25,Chao,time
off,p7.4.r,970.0,967.0,959.75,0.30927835051546393,1.056701030927835,7.125938725000196,4285.25,Chao,time
off,p7.4.s,1022.0,1022.0,1021.0,0.0,0.09784735812133072,7.3031886750013655,4262.0,Chao,time
off,p7.4.t,1077.0,1077.0,1077.0,0.0,0.0,7.330306924999604,4158.5,Chao,time
on,p4.2.a,206.0,206.0,206.0,0.0,0.0,1.6776499250004235,1938.25,Chao,time
on,p4.2.b,341.0,341.0,341.0,0.0,0.0,3.1263654250005857,2197.5,Chao,time
on,p4.2.c,452.0,452.0,452.0,0.0,0.0,4.436325674999807,2253.75,Chao,time
on,p4.2.d,531.0,528.0,524.25,0.5649717514124294,1.271186440677966,5.967003275000025,2323.0,Chao,time
on,p4.2.e,618.0,602.0,593.75,2.588996763754045,3.923948220064725,7.120546475000538,2328.25,Chao,time
on,p4.2.f,687.0,684.0,676.5,0.4366812227074236,1.5283842794759825,8.51788310000029,2296.0,Chao,time
on,p4.2.g,757.0,747.0,741.5,1.321003963011889,2.047556142668428,9.790792549999878,2316.0,Chao,time
on,p4.2.h,835.0,825.0,814.75,1.1976047904191616,2.4251497005988023,11.862387650000073,2623.25,Chao,time
on,p4.2.i,918.0,876.0,871.25,4.57516339869281,5.092592592592593,12.154679375000342,2584.25,Chao,time
on,p4.2.j,965.0,952.0,942.0,1.3471502590673574,2.383419689119171,11.255203650000112,2484.5,Chao,time
on,p4.2.k,1022.0,994.0,983.0,2.73972602739726,3.816046966731898,11.827921724999669,2469.5,Chao,time
on,p4.2.l,1074.0,1065.0,1054.5,0.8379888268156425,1.8156424581005586,11.899766349999936,2420.75,Chao,time
on,p4.2.m,1132.0,1108.0,1102.75,2.1201413427561837,2.583922261484099,12.009017474999837,2446.75,Chao,time
on,p4.2.n,1174.0,1170.0,1154.0,0.34071550255536626,1.7035775127768313,11.230575574999875,2396.25,Chao,time
on,p4.2.o,1218.0,1207.0,1194.0,0.90311986863711,1.9704433497536946,11.836861250000311,2425.0,Chao,time
on,p4.2.p,1242.0,1232.0,1228.75,0.8051529790660226,1.06682769726248,10.656161700000212,2422.0,Chao,time
on,p4.2.q,1268.0,1260.0,1257.5,0.6309148264984227,0.8280757097791798,9.645117075000599,2409.5,Chao,time
on,p4.2.r,1292.0,1285.0,1280.25,0.541795665634675,0.9094427244582043,8.72814974999983,2384.5,Chao,time
on,p4.2.s,1304.0,1302.0,1296.75,0.15337423312883436,0.5559815950920245,7.4701923999996325,2481.75,Chao,time
on,p4.2.t,1306.0,1306.0,1300.25,0.0,0.44027565084226644,6.827608600000076,2377.75,Chao,time
on,p4.3.c,193.0,193.0,193.0,0.0,0.0,1.6631550249999236,1987.5,Chao,time
on,p4.3.d,335.0,335.0,334.5,0.0,0.14925373134328357,2.8635242750001453,2091.5,Chao,time
on,p4.3.e,468.0,468.0,462.0,0.0,1.2820512820512822,4.355982949999998,2366.0,Chao,time
on,p4.3.f,579.0,579.0,565.5,0.0,2.33160621761658,4.981465025000034,2358.5,Chao,time
on,p4.3.g,653.0,653.0,649.5,0.0,0.5359877488514548,5.885167100000217,2386.25,Chao,time
on,p4.3.h,729.0,729.0,722.0,0.0,0.9602194787379973,6.998277875000895,2437.5,Chao,time
on,p4.3.i,809.0,809.0,806.0,0.0,0.37082818294190356,8.528134149999914,2427.25,Chao,time
on,p4.3.j,861.0,857.0,855.25,0.4645760743321719,0.667828106852497,9.5567169750002,2338.75,Chao,time
on,p4.3.k,919.0,915.0,912.5,0.4352557127312296,0.7072905331882481,9.73276152499966,2318.0,Chao,time
on,p4.3.l,979.0,970.0,965.0,0.9193054136874361,1.4300306435137895,9.226671574999273,2177.0,Chao,time
on,p4.3.m,1063.0,1063.0,1043.75,0.0,1.8109125117591722,9.169409849999738,2346.5,Chao,time
on,p4.3.n,1121.0,1099.0,1083.75,1.9625334522747546,3.3229259589652096,9.287548200000401,2422.75,Chao,time
on,p4.3.o,1172.0,1172.0,1165.75,0.0,0.5332764505119454,9.293769549999524,2460.75,Chao,time
on,p4.3.p,1222.0,1222.0,1201.75,0.0,1.6571194762684125,8.82563140000002,2587.0,Chao,time
on,p4.3.q,1253.0,1253.0,1222.25,0.0,2.4541101356743815,8.844666400000278,2474.0,Chao,time
on,p4.3.r,1273.0,1269.0,1258.75,0.31421838177533384,1.1194029850746268,7.3378425749997405,2360.75,Chao,time
